age,income_bracket,financial_goals,age_bracket,debt_level,savings_rate,investment_experience,financial_stress_level,programId,title,PCA1,PCA2,combined_features
49.0,Low,Retirement,Older,Low,Low,Beginner,Medium,55,Fiscal System Expert,0.1,0.23,"Low, Retirement, Older, Low, Low, Beginner, Medium 0.1 0.23"
49.0,Low,Retirement,Older,Low,Low,Beginner,Medium,9,Economic Success Prime,-0.43,-0.09,"Low, Retirement, Older, Low, Low, Beginner, Medium -0.43 -0.09"
49.0,Low,Retirement,Older,Low,Low,Beginner,Medium,36,Asset Success Premium,-0.23,-0.36,"Low, Retirement, Older, Low, Low, Beginner, Medium -0.23 -0.36"
49.0,Low,Retirement,Older,Low,Low,Beginner,Medium,77,Academy,0.26,0.11,"Low, Retirement, Older, Low, Low, Beginner, Medium 0.26 0.11"
41.0,Low,"Debt Freedom, Retirement",Middle-aged,Unknown,Unknown,Intermediate,Low,76,Smart Vision Premium,0.35,-0.06,"Low, Debt Freedom, Retirement, Middle-aged, Unknown, Unknown, Intermediate, Low 0.35 -0.06"
,Low,Investment Growth,Unknown,Low,High,Intermediate,Medium,57,Secure Blueprint,0.12,-0.62,"Low, Investment Growth, Unknown, Low, High, Intermediate, Medium 0.12 -0.62"
46.0,Low,Debt Freedom,Middle-aged,High,High,Intermediate,High,12,Economic Solutions Total,-0.38,0.17,"Low, Debt Freedom, Middle-aged, High, High, Intermediate, High -0.38 0.17"
54.0,Low,"Emergency Fund, Debt Freedom",Older,Unknown,Low,Beginner,High,84,Savvy Success,0.38,-0.12,"Low, Emergency Fund, Debt Freedom, Older, Unknown, Low, Beginner, High 0.38 -0.12"
38.0,Medium,Emergency Fund,Middle-aged,Medium,Low,Beginner,Unknown,27,Wealth Mastery Expert,-0.3,-0.59,"Medium, Emergency Fund, Middle-aged, Medium, Low, Beginner, Unknown -0.3 -0.59"
32.0,High,Investment Growth,Young,High,Low,Beginner,Unknown,84,Savvy Success,0.38,-0.12,"High, Investment Growth, Young, High, Low, Beginner, Unknown 0.38 -0.12"
,Low,Retirement,Unknown,Low,High,Intermediate,Low,68,Economic Academy Advanced,0.3,0.06,"Low, Retirement, Unknown, Low, High, Intermediate, Low 0.3 0.06"
27.0,Low,Investment Growth,Young,Unknown,Unknown,Unknown,Unknown,96,Savvy Tracker,0.48,0.08,"Low, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown 0.48 0.08"
45.0,Low,Unknown,Middle-aged,Low,High,Beginner,High,40,Economic Tracker,-0.13,0.05,"Low, Unknown, Middle-aged, Low, High, Beginner, High -0.13 0.05"
45.0,Low,Unknown,Middle-aged,Low,High,Beginner,High,15,Path,-0.31,0.02,"Low, Unknown, Middle-aged, Low, High, Beginner, High -0.31 0.02"
33.0,Low,"Retirement, Emergency Fund",Middle-aged,Medium,High,Beginner,Medium,97,Treasury Mastery,0.53,0.04,"Low, Retirement, Emergency Fund, Middle-aged, Medium, High, Beginner, Medium 0.53 0.04"
49.0,High,Investment Growth,Older,High,Low,Beginner,Unknown,22,Journey,-0.21,0.22,"High, Investment Growth, Older, High, Low, Beginner, Unknown -0.21 0.22"
30.0,Medium,Retirement,Young,High,High,Intermediate,High,38,Strategy,0.01,-0.02,"Medium, Retirement, Young, High, High, Intermediate, High 0.01 -0.02"
,Medium,Emergency Fund,Unknown,Medium,High,Beginner,Unknown,54,Thrive Solutions,0.11,0.05,"Medium, Emergency Fund, Unknown, Medium, High, Beginner, Unknown 0.11 0.05"
,Medium,Emergency Fund,Unknown,Medium,High,Beginner,Unknown,41,Wealth Solutions Ultra,-0.07,0.16,"Medium, Emergency Fund, Unknown, Medium, High, Beginner, Unknown -0.07 0.16"
31.0,High,Retirement,Young,Medium,Unknown,Beginner,Low,3,Economic Guide Total,-0.61,-0.47,"High, Retirement, Young, Medium, Unknown, Beginner, Low -0.61 -0.47"
26.0,High,Unknown,Young,Low,Low,Beginner,High,46,Fortune Planner Unlimited,-0.13,0.48,"High, Unknown, Young, Low, Low, Beginner, High -0.13 0.48"
26.0,High,Unknown,Young,Low,Low,Beginner,High,20,Equity Strategy Platinum,-0.38,0.44,"High, Unknown, Young, Low, Low, Beginner, High -0.38 0.44"
31.0,High,Investment Growth,Young,Low,High,Intermediate,Low,78,Wealth Blueprint,0.32,-0.22,"High, Investment Growth, Young, Low, High, Intermediate, Low 0.32 -0.22"
31.0,High,Investment Growth,Young,Low,High,Intermediate,Low,89,Savvy Builder Essential,0.59,0.07,"High, Investment Growth, Young, Low, High, Intermediate, Low 0.59 0.07"
40.0,Medium,Emergency Fund,Middle-aged,Low,High,Beginner,High,69,Advantage Pro,0.18,-0.14,"Medium, Emergency Fund, Middle-aged, Low, High, Beginner, High 0.18 -0.14"
52.0,High,Debt Freedom,Older,Low,Low,Beginner,Unknown,99,Treasury Foundation Essential,0.29,-0.29,"High, Debt Freedom, Older, Low, Low, Beginner, Unknown 0.29 -0.29"
37.0,Unknown,"Investment Growth, Debt Freedom",Middle-aged,Unknown,High,Beginner,Low,7,Fortune Tracker,-0.45,0.19,"Unknown, Investment Growth, Debt Freedom, Middle-aged, Unknown, High, Beginner, Low -0.45 0.19"
48.0,High,Investment Growth,Middle-aged,Low,Medium,Intermediate,High,40,Economic Tracker,-0.13,0.05,"High, Investment Growth, Middle-aged, Low, Medium, Intermediate, High -0.13 0.05"
,Low,"Emergency Fund, Retirement",Unknown,Low,Low,Beginner,Low,94,Equity Mastery Total,0.41,-0.82,"Low, Emergency Fund, Retirement, Unknown, Low, Low, Beginner, Low 0.41 -0.82"
53.0,Unknown,"Emergency Fund, Debt Freedom",Older,Unknown,Unknown,Unknown,Unknown,36,Asset Success Premium,-0.23,-0.36,"Unknown, Emergency Fund, Debt Freedom, Older, Unknown, Unknown, Unknown, Unknown -0.23 -0.36"
40.0,High,"Debt Freedom, Retirement",Middle-aged,Medium,Medium,Beginner,Low,1,Smart Builder Premium,-0.37,0.41,"High, Debt Freedom, Retirement, Middle-aged, Medium, Medium, Beginner, Low -0.37 0.41"
42.0,Low,"Retirement, Investment Growth",Middle-aged,Medium,High,Beginner,Unknown,68,Economic Academy Advanced,0.3,0.06,"Low, Retirement, Investment Growth, Middle-aged, Medium, High, Beginner, Unknown 0.3 0.06"
36.0,Medium,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,6,Capital Vision,-0.42,0.34,"Medium, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.42 0.34"
47.0,Medium,Debt Freedom,Middle-aged,Low,Medium,Intermediate,Medium,85,Asset Blueprint Master,0.41,-0.08,"Medium, Debt Freedom, Middle-aged, Low, Medium, Intermediate, Medium 0.41 -0.08"
28.0,Low,Unknown,Young,Medium,High,Beginner,Low,96,Savvy Tracker,0.48,0.08,"Low, Unknown, Young, Medium, High, Beginner, Low 0.48 0.08"
30.0,Unknown,Investment Growth,Young,Unknown,Unknown,Unknown,Unknown,31,Smart Navigator Gold,-0.17,0.11,"Unknown, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown -0.17 0.11"
38.0,Low,Emergency Fund,Middle-aged,Unknown,Unknown,Unknown,Unknown,64,Savvy Vision,0.21,0.24,"Low, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.21 0.24"
54.0,Medium,Debt Freedom,Older,Low,Medium,Beginner,High,76,Smart Vision Premium,0.35,-0.06,"Medium, Debt Freedom, Older, Low, Medium, Beginner, High 0.35 -0.06"
44.0,Low,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,90,Economic Blueprint Platinum,0.4,0.19,"Low, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.4 0.19"
44.0,Low,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,91,Future Blueprint Unlimited,0.38,0.11,"Low, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.38 0.11"
44.0,Low,"Retirement, Debt Freedom",Middle-aged,Unknown,Unknown,Unknown,Unknown,18,Budget System,-0.23,0.14,"Low, Retirement, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.23 0.14"
29.0,Medium,"Emergency Fund, Investment Growth",Young,High,Medium,Unknown,Low,74,Money Foundation Unlimited,0.23,0.14,"Medium, Emergency Fund, Investment Growth, Young, High, Medium, Unknown, Low 0.23 0.14"
46.0,Low,Investment Growth,Middle-aged,Unknown,Medium,Intermediate,Unknown,84,Savvy Success,0.38,-0.12,"Low, Investment Growth, Middle-aged, Unknown, Medium, Intermediate, Unknown 0.38 -0.12"
33.0,Medium,Retirement,Middle-aged,Low,Medium,Intermediate,Low,58,Freedom Advantage,-0.02,0.44,"Medium, Retirement, Middle-aged, Low, Medium, Intermediate, Low -0.02 0.44"
43.0,Low,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,68,Economic Academy Advanced,0.3,0.06,"Low, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.3 0.06"
52.0,High,"Debt Freedom, Investment Growth",Older,High,Unknown,Beginner,Low,64,Savvy Vision,0.21,0.24,"High, Debt Freedom, Investment Growth, Older, High, Unknown, Beginner, Low 0.21 0.24"
25.0,Low,"Emergency Fund, Investment Growth",Young,Medium,Low,Beginner,High,94,Equity Mastery Total,0.41,-0.82,"Low, Emergency Fund, Investment Growth, Young, Medium, Low, Beginner, High 0.41 -0.82"
51.0,Medium,"Retirement, Debt Freedom",Older,High,Medium,Intermediate,Low,84,Savvy Success,0.38,-0.12,"Medium, Retirement, Debt Freedom, Older, High, Medium, Intermediate, Low 0.38 -0.12"
51.0,Medium,"Retirement, Debt Freedom",Older,High,Medium,Intermediate,Low,52,Builder360,-0.19,0.32,"Medium, Retirement, Debt Freedom, Older, High, Medium, Intermediate, Low -0.19 0.32"
43.0,Unknown,"Emergency Fund, Debt Freedom",Middle-aged,High,High,Intermediate,Low,15,Path,-0.31,0.02,"Unknown, Emergency Fund, Debt Freedom, Middle-aged, High, High, Intermediate, Low -0.31 0.02"
42.0,Medium,Retirement,Middle-aged,High,Medium,Beginner,Medium,32,Financial Advantage,-0.12,-0.04,"Medium, Retirement, Middle-aged, High, Medium, Beginner, Medium -0.12 -0.04"
47.0,Medium,"Emergency Fund, Retirement",Middle-aged,High,Medium,Intermediate,Unknown,77,Academy,0.26,0.11,"Medium, Emergency Fund, Retirement, Middle-aged, High, Medium, Intermediate, Unknown 0.26 0.11"
47.0,Medium,"Emergency Fund, Retirement",Middle-aged,High,Medium,Intermediate,Unknown,3,Economic Guide Total,-0.61,-0.47,"Medium, Emergency Fund, Retirement, Middle-aged, High, Medium, Intermediate, Unknown -0.61 -0.47"
49.0,Low,"Retirement, Investment Growth",Older,Low,Medium,Intermediate,Medium,34,Fortune Navigator Total,-0.12,0.29,"Low, Retirement, Investment Growth, Older, Low, Medium, Intermediate, Medium -0.12 0.29"
36.0,Medium,"Investment Growth, Emergency Fund",Middle-aged,Unknown,Unknown,Unknown,Unknown,94,Equity Mastery Total,0.41,-0.82,"Medium, Investment Growth, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.41 -0.82"
26.0,High,"Debt Freedom, Retirement",Young,Medium,High,Beginner,Medium,37,Strategy Supreme,-0.12,0.21,"High, Debt Freedom, Retirement, Young, Medium, High, Beginner, Medium -0.12 0.21"
35.0,Medium,"Debt Freedom, Investment Growth",Middle-aged,Medium,High,Beginner,Low,24,Money Mastery Plus,-0.21,-0.01,"Medium, Debt Freedom, Investment Growth, Middle-aged, Medium, High, Beginner, Low -0.21 -0.01"
36.0,Unknown,"Emergency Fund, Debt Freedom",Middle-aged,High,Medium,Beginner,High,68,Economic Academy Advanced,0.3,0.06,"Unknown, Emergency Fund, Debt Freedom, Middle-aged, High, Medium, Beginner, High 0.3 0.06"
33.0,Unknown,"Emergency Fund, Debt Freedom",Middle-aged,Medium,Low,Beginner,Medium,25,Prosper Journey,-0.22,0.33,"Unknown, Emergency Fund, Debt Freedom, Middle-aged, Medium, Low, Beginner, Medium -0.22 0.33"
33.0,Low,"Debt Freedom, Investment Growth",Middle-aged,High,High,Intermediate,Low,17,Insights,-0.19,0.07,"Low, Debt Freedom, Investment Growth, Middle-aged, High, High, Intermediate, Low -0.19 0.07"
37.0,High,"Debt Freedom, Retirement",Middle-aged,Medium,Medium,Intermediate,Medium,98,Money Blueprint Unlimited,0.48,-0.03,"High, Debt Freedom, Retirement, Middle-aged, Medium, Medium, Intermediate, Medium 0.48 -0.03"
37.0,High,"Debt Freedom, Retirement",Middle-aged,Medium,Medium,Intermediate,Medium,7,Fortune Tracker,-0.45,0.19,"High, Debt Freedom, Retirement, Middle-aged, Medium, Medium, Intermediate, Medium -0.45 0.19"
45.0,High,Emergency Fund,Middle-aged,Low,Low,Intermediate,Medium,59,Cash Strategy Supreme,0.0,-0.36,"High, Emergency Fund, Middle-aged, Low, Low, Intermediate, Medium 0.0 -0.36"
26.0,Medium,"Emergency Fund, Debt Freedom",Young,Unknown,Low,Beginner,Low,78,Wealth Blueprint,0.32,-0.22,"Medium, Emergency Fund, Debt Freedom, Young, Unknown, Low, Beginner, Low 0.32 -0.22"
27.0,High,Emergency Fund,Young,Low,Unknown,Beginner,Medium,39,Success Complete,-0.1,0.36,"High, Emergency Fund, Young, Low, Unknown, Beginner, Medium -0.1 0.36"
48.0,High,Retirement,Middle-aged,Medium,Unknown,Beginner,Unknown,94,Equity Mastery Total,0.41,-0.82,"High, Retirement, Middle-aged, Medium, Unknown, Beginner, Unknown 0.41 -0.82"
49.0,Medium,"Investment Growth, Emergency Fund",Older,Low,Medium,Intermediate,Medium,90,Economic Blueprint Platinum,0.4,0.19,"Medium, Investment Growth, Emergency Fund, Older, Low, Medium, Intermediate, Medium 0.4 0.19"
25.0,Low,Debt Freedom,Young,Medium,Medium,Beginner,Medium,54,Thrive Solutions,0.11,0.05,"Low, Debt Freedom, Young, Medium, Medium, Beginner, Medium 0.11 0.05"
45.0,Medium,"Retirement, Emergency Fund",Middle-aged,Medium,High,Intermediate,Low,98,Money Blueprint Unlimited,0.48,-0.03,"Medium, Retirement, Emergency Fund, Middle-aged, Medium, High, Intermediate, Low 0.48 -0.03"
35.0,Low,"Emergency Fund, Investment Growth",Middle-aged,Unknown,Unknown,Unknown,Unknown,65,Foundation Essential,0.16,-0.14,"Low, Emergency Fund, Investment Growth, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.16 -0.14"
26.0,Medium,Emergency Fund,Young,Unknown,Low,Intermediate,High,73,Dollar Navigator Gold,0.17,0.19,"Medium, Emergency Fund, Young, Unknown, Low, Intermediate, High 0.17 0.19"
29.0,High,Retirement,Young,Unknown,Medium,Intermediate,Low,49,Wealth Navigator,0.1,0.18,"High, Retirement, Young, Unknown, Medium, Intermediate, Low 0.1 0.18"
45.0,High,Investment Growth,Middle-aged,High,High,Beginner,Unknown,88,Secure Success Total,0.4,-0.09,"High, Investment Growth, Middle-aged, High, High, Beginner, Unknown 0.4 -0.09"
38.0,Medium,Unknown,Middle-aged,Low,Medium,Beginner,Low,20,Equity Strategy Platinum,-0.38,0.44,"Medium, Unknown, Middle-aged, Low, Medium, Beginner, Low -0.38 0.44"
37.0,High,"Emergency Fund, Investment Growth",Middle-aged,High,Low,Intermediate,Low,28,Economic Academy Complete,-0.2,0.3,"High, Emergency Fund, Investment Growth, Middle-aged, High, Low, Intermediate, Low -0.2 0.3"
25.0,Low,"Investment Growth, Emergency Fund",Young,Low,High,Beginner,Low,38,Strategy,0.01,-0.02,"Low, Investment Growth, Emergency Fund, Young, Low, High, Beginner, Low 0.01 -0.02"
25.0,Low,"Investment Growth, Emergency Fund",Young,Low,High,Beginner,Low,34,Fortune Navigator Total,-0.12,0.29,"Low, Investment Growth, Emergency Fund, Young, Low, High, Beginner, Low -0.12 0.29"
48.0,High,Investment Growth,Middle-aged,Low,Medium,Intermediate,Low,13,Roadmap,-0.43,-0.31,"High, Investment Growth, Middle-aged, Low, Medium, Intermediate, Low -0.43 -0.31"
47.0,Low,Investment Growth,Middle-aged,Medium,High,Intermediate,Unknown,38,Strategy,0.01,-0.02,"Low, Investment Growth, Middle-aged, Medium, High, Intermediate, Unknown 0.01 -0.02"
54.0,Low,Retirement,Older,High,Medium,Beginner,High,65,Foundation Essential,0.16,-0.14,"Low, Retirement, Older, High, Medium, Beginner, High 0.16 -0.14"
54.0,Low,Retirement,Older,High,Medium,Beginner,High,89,Savvy Builder Essential,0.59,0.07,"Low, Retirement, Older, High, Medium, Beginner, High 0.59 0.07"
35.0,Medium,"Debt Freedom, Retirement",Middle-aged,Medium,High,Intermediate,High,89,Savvy Builder Essential,0.59,0.07,"Medium, Debt Freedom, Retirement, Middle-aged, Medium, High, Intermediate, High 0.59 0.07"
52.0,High,Emergency Fund,Older,Medium,Medium,Beginner,Low,14,Cash Guide,-0.26,0.14,"High, Emergency Fund, Older, Medium, Medium, Beginner, Low -0.26 0.14"
50.0,Medium,Unknown,Older,Medium,Low,Unknown,High,43,Budget Builder Gold,0.1,0.04,"Medium, Unknown, Older, Medium, Low, Unknown, High 0.1 0.04"
50.0,Medium,Unknown,Older,Medium,Low,Unknown,High,5,Vision Plus,-0.61,-0.52,"Medium, Unknown, Older, Medium, Low, Unknown, High -0.61 -0.52"
39.0,Unknown,"Emergency Fund, Retirement",Middle-aged,Low,High,Beginner,Low,10,Financial Success,-0.31,-0.05,"Unknown, Emergency Fund, Retirement, Middle-aged, Low, High, Beginner, Low -0.31 -0.05"
26.0,Low,"Emergency Fund, Investment Growth",Young,Medium,Medium,Intermediate,Low,12,Economic Solutions Total,-0.38,0.17,"Low, Emergency Fund, Investment Growth, Young, Medium, Medium, Intermediate, Low -0.38 0.17"
26.0,Low,"Emergency Fund, Investment Growth",Young,Medium,Medium,Intermediate,Low,73,Dollar Navigator Gold,0.17,0.19,"Low, Emergency Fund, Investment Growth, Young, Medium, Medium, Intermediate, Low 0.17 0.19"
29.0,Medium,"Retirement, Emergency Fund",Young,Unknown,Unknown,Unknown,Unknown,25,Prosper Journey,-0.22,0.33,"Medium, Retirement, Emergency Fund, Young, Unknown, Unknown, Unknown, Unknown -0.22 0.33"
34.0,Medium,"Investment Growth, Retirement",Middle-aged,Low,Low,Intermediate,Low,78,Wealth Blueprint,0.32,-0.22,"Medium, Investment Growth, Retirement, Middle-aged, Low, Low, Intermediate, Low 0.32 -0.22"
51.0,Medium,"Investment Growth, Retirement",Older,Medium,Low,Beginner,Medium,88,Secure Success Total,0.4,-0.09,"Medium, Investment Growth, Retirement, Older, Medium, Low, Beginner, Medium 0.4 -0.09"
41.0,Unknown,"Emergency Fund, Debt Freedom",Middle-aged,Low,Unknown,Beginner,High,71,Freedom Foundation Expert,0.34,0.08,"Unknown, Emergency Fund, Debt Freedom, Middle-aged, Low, Unknown, Beginner, High 0.34 0.08"
28.0,High,"Retirement, Emergency Fund",Young,Unknown,High,Beginner,Low,74,Money Foundation Unlimited,0.23,0.14,"High, Retirement, Emergency Fund, Young, Unknown, High, Beginner, Low 0.23 0.14"
27.0,Medium,Debt Freedom,Young,Medium,Medium,Beginner,High,67,Budget Success Premium,-0.09,-1.02,"Medium, Debt Freedom, Young, Medium, Medium, Beginner, High -0.09 -1.02"
29.0,Medium,Emergency Fund,Young,High,High,Beginner,High,45,Capital System,-0.14,-0.15,"Medium, Emergency Fund, Young, High, High, Beginner, High -0.14 -0.15"
37.0,Low,"Retirement, Emergency Fund",Middle-aged,Low,Medium,Beginner,High,85,Asset Blueprint Master,0.41,-0.08,"Low, Retirement, Emergency Fund, Middle-aged, Low, Medium, Beginner, High 0.41 -0.08"
,High,"Retirement, Emergency Fund",Unknown,High,High,Intermediate,Medium,73,Dollar Navigator Gold,0.17,0.19,"High, Retirement, Emergency Fund, Unknown, High, High, Intermediate, Medium 0.17 0.19"
28.0,High,"Retirement, Emergency Fund",Young,Medium,High,Intermediate,Low,37,Strategy Supreme,-0.12,0.21,"High, Retirement, Emergency Fund, Young, Medium, High, Intermediate, Low -0.12 0.21"
28.0,High,"Retirement, Emergency Fund",Young,Medium,High,Intermediate,Low,93,Financial Builder,0.47,0.18,"High, Retirement, Emergency Fund, Young, Medium, High, Intermediate, Low 0.47 0.18"
28.0,High,"Retirement, Emergency Fund",Young,Medium,High,Intermediate,Low,20,Equity Strategy Platinum,-0.38,0.44,"High, Retirement, Emergency Fund, Young, Medium, High, Intermediate, Low -0.38 0.44"
28.0,High,"Retirement, Emergency Fund",Young,Medium,High,Intermediate,Low,31,Smart Navigator Gold,-0.17,0.11,"High, Retirement, Emergency Fund, Young, Medium, High, Intermediate, Low -0.17 0.11"
30.0,Low,"Investment Growth, Debt Freedom",Young,Unknown,Unknown,Unknown,Unknown,4,Asset Builder Expert,-0.4,0.06,"Low, Investment Growth, Debt Freedom, Young, Unknown, Unknown, Unknown, Unknown -0.4 0.06"
48.0,High,Emergency Fund,Middle-aged,High,Low,Beginner,Unknown,81,Asset Path,0.38,0.1,"High, Emergency Fund, Middle-aged, High, Low, Beginner, Unknown 0.38 0.1"
26.0,High,Unknown,Young,Medium,Medium,Beginner,Medium,75,Mastery,0.26,0.21,"High, Unknown, Young, Medium, Medium, Beginner, Medium 0.26 0.21"
26.0,High,Unknown,Young,Medium,Medium,Beginner,Medium,15,Path,-0.31,0.02,"High, Unknown, Young, Medium, Medium, Beginner, Medium -0.31 0.02"
26.0,High,Unknown,Young,Medium,Medium,Beginner,Medium,24,Money Mastery Plus,-0.21,-0.01,"High, Unknown, Young, Medium, Medium, Beginner, Medium -0.21 -0.01"
25.0,High,Emergency Fund,Young,Low,Low,Beginner,Low,74,Money Foundation Unlimited,0.23,0.14,"High, Emergency Fund, Young, Low, Low, Beginner, Low 0.23 0.14"
30.0,Medium,"Emergency Fund, Debt Freedom",Young,Low,Medium,Beginner,High,68,Economic Academy Advanced,0.3,0.06,"Medium, Emergency Fund, Debt Freedom, Young, Low, Medium, Beginner, High 0.3 0.06"
50.0,Unknown,"Emergency Fund, Retirement",Older,Low,Medium,Beginner,Unknown,93,Financial Builder,0.47,0.18,"Unknown, Emergency Fund, Retirement, Older, Low, Medium, Beginner, Unknown 0.47 0.18"
37.0,High,"Debt Freedom, Retirement",Middle-aged,High,Medium,Beginner,Low,49,Wealth Navigator,0.1,0.18,"High, Debt Freedom, Retirement, Middle-aged, High, Medium, Beginner, Low 0.1 0.18"
37.0,High,"Debt Freedom, Retirement",Middle-aged,High,Medium,Beginner,Low,18,Budget System,-0.23,0.14,"High, Debt Freedom, Retirement, Middle-aged, High, Medium, Beginner, Low -0.23 0.14"
46.0,Unknown,"Debt Freedom, Investment Growth",Middle-aged,Medium,Low,Intermediate,Medium,83,Academy Total,0.32,0.32,"Unknown, Debt Freedom, Investment Growth, Middle-aged, Medium, Low, Intermediate, Medium 0.32 0.32"
55.0,Low,"Debt Freedom, Investment Growth",Older,Medium,High,Intermediate,Medium,96,Savvy Tracker,0.48,0.08,"Low, Debt Freedom, Investment Growth, Older, Medium, High, Intermediate, Medium 0.48 0.08"
32.0,Low,Emergency Fund,Young,Unknown,Low,Unknown,Medium,52,Builder360,-0.19,0.32,"Low, Emergency Fund, Young, Unknown, Low, Unknown, Medium -0.19 0.32"
42.0,Unknown,"Debt Freedom, Emergency Fund",Middle-aged,Unknown,Unknown,Unknown,Unknown,86,Dollar Solutions Advanced,0.3,-0.0,"Unknown, Debt Freedom, Emergency Fund, Middle-aged, Unknown, Unknown, Unknown, Unknown 0.3 -0.0"
42.0,Medium,Debt Freedom,Middle-aged,Low,Low,Intermediate,Low,68,Economic Academy Advanced,0.3,0.06,"Medium, Debt Freedom, Middle-aged, Low, Low, Intermediate, Low 0.3 0.06"
42.0,Low,Emergency Fund,Middle-aged,Medium,Medium,Beginner,Medium,19,Smart Planner,-0.39,0.54,"Low, Emergency Fund, Middle-aged, Medium, Medium, Beginner, Medium -0.39 0.54"
26.0,Medium,"Debt Freedom, Retirement",Young,High,High,Beginner,Medium,97,Treasury Mastery,0.53,0.04,"Medium, Debt Freedom, Retirement, Young, High, High, Beginner, Medium 0.53 0.04"
38.0,Low,"Emergency Fund, Retirement",Middle-aged,High,Medium,Beginner,High,63,Budget Academy,0.1,0.11,"Low, Emergency Fund, Retirement, Middle-aged, High, Medium, Beginner, High 0.1 0.11"
37.0,Low,"Emergency Fund, Retirement",Middle-aged,Medium,Low,Unknown,High,56,Insights Select,0.02,-0.02,"Low, Emergency Fund, Retirement, Middle-aged, Medium, Low, Unknown, High 0.02 -0.02"
55.0,High,"Emergency Fund, Retirement",Older,Low,Unknown,Intermediate,Low,52,Builder360,-0.19,0.32,"High, Emergency Fund, Retirement, Older, Low, Unknown, Intermediate, Low -0.19 0.32"
55.0,High,"Emergency Fund, Retirement",Older,Low,Unknown,Intermediate,Low,86,Dollar Solutions Advanced,0.3,-0.0,"High, Emergency Fund, Retirement, Older, Low, Unknown, Intermediate, Low 0.3 -0.0"
37.0,Medium,"Debt Freedom, Investment Growth",Middle-aged,Medium,Medium,Intermediate,High,99,Treasury Foundation Essential,0.29,-0.29,"Medium, Debt Freedom, Investment Growth, Middle-aged, Medium, Medium, Intermediate, High 0.29 -0.29"
32.0,Low,Emergency Fund,Young,High,Medium,Intermediate,Medium,60,Fiscal Roadmap Essential,0.1,0.04,"Low, Emergency Fund, Young, High, Medium, Intermediate, Medium 0.1 0.04"
40.0,Low,Emergency Fund,Middle-aged,Low,Low,Beginner,High,96,Savvy Tracker,0.48,0.08,"Low, Emergency Fund, Middle-aged, Low, Low, Beginner, High 0.48 0.08"
32.0,High,"Debt Freedom, Investment Growth",Young,Unknown,Unknown,Unknown,Unknown,83,Academy Total,0.32,0.32,"High, Debt Freedom, Investment Growth, Young, Unknown, Unknown, Unknown, Unknown 0.32 0.32"
43.0,Unknown,Retirement,Middle-aged,Medium,High,Intermediate,High,70,Secure Guide,0.3,0.03,"Unknown, Retirement, Middle-aged, Medium, High, Intermediate, High 0.3 0.03"
40.0,Unknown,Debt Freedom,Middle-aged,Unknown,Unknown,Unknown,Unknown,67,Budget Success Premium,-0.09,-1.02,"Unknown, Debt Freedom, Middle-aged, Unknown, Unknown, Unknown, Unknown -0.09 -1.02"
45.0,Medium,Emergency Fund,Middle-aged,Unknown,High,Beginner,Medium,99,Treasury Foundation Essential,0.29,-0.29,"Medium, Emergency Fund, Middle-aged, Unknown, High, Beginner, Medium 0.29 -0.29"
45.0,Medium,Emergency Fund,Middle-aged,Unknown,High,Beginner,Medium,79,Secure Navigator,0.02,-0.44,"Medium, Emergency Fund, Middle-aged, Unknown, High, Beginner, Medium 0.02 -0.44"
34.0,Medium,Emergency Fund,Middle-aged,Low,Medium,Beginner,Medium,80,Advantage,0.02,-0.55,"Medium, Emergency Fund, Middle-aged, Low, Medium, Beginner, Medium 0.02 -0.55"
34.0,Medium,Emergency Fund,Middle-aged,Low,Medium,Beginner,Medium,94,Equity Mastery Total,0.41,-0.82,"Medium, Emergency Fund, Middle-aged, Low, Medium, Beginner, Medium 0.41 -0.82"
29.0,High,"Investment Growth, Debt Freedom",Young,Unknown,Unknown,Unknown,Unknown,40,Economic Tracker,-0.13,0.05,"High, Investment Growth, Debt Freedom, Young, Unknown, Unknown, Unknown, Unknown -0.13 0.05"
29.0,High,"Investment Growth, Debt Freedom",Young,Unknown,Unknown,Unknown,Unknown,37,Strategy Supreme,-0.12,0.21,"High, Investment Growth, Debt Freedom, Young, Unknown, Unknown, Unknown, Unknown -0.12 0.21"
31.0,Low,"Debt Freedom, Emergency Fund",Young,Low,Medium,Beginner,Medium,20,Equity Strategy Platinum,-0.38,0.44,"Low, Debt Freedom, Emergency Fund, Young, Low, Medium, Beginner, Medium -0.38 0.44"
